Unnamed: 0,username,name,description,user_char,followers_count,following_agentid_list,previous_tweets,activity_vector
190,theanhpc,☂🆃🅷ế×᷼×🅰🅽🅷⁀ᶦᵈᵒᶫ,"cậu gì đó ơi
sương sương tớ nhớ một người
cả đời tớ chỉ có mình cậu thôi 🤣🤣❤️❤","TikTok user. Bio: cậu gì đó ơi
sương sương tớ nhớ một người
cả đời tớ chỉ có mình cậu thôi 🤣🤣❤️❤",129,[],[],"[0.07, 0.03, 0.03, 0.03, 0.04, 0.08, 0.2, 0.54, 0.4, 0.34, 0.39, 0.48, 0.62, 0.51, 0.55, 0.56, 0.71, 0.82, 0.8, 0.7, 0.64, 0.44, 0.17, 0.07]"
191,theetwercules,Tal,"Houston, TX
Online Coach/Trainer (DM on insta for details)  Twitter: Twerculest","TikTok user. Bio: Houston, TX
Online Coach/Trainer (DM on insta for details)  Twitter: Twerculest",43900,[],[],"[0.1, 0.03, 0.01, 0.02, 0.03, 0.13, 0.27, 0.55, 0.64, 0.66, 0.67, 0.82, 0.79, 0.76, 0.91, 0.94, 0.87, 0.95, 0.87, 0.76, 0.74, 0.59, 0.36, 0.17]"
192,juanpix4c2,JUANPIX4C2,Contenido geek sobre Marvel y DC😁,TikTok user. Bio: Contenido geek sobre Marvel y DC😁,60300,[],[],"[0.13, 0.04, 0.04, 0.09, 0.01, 0.09, 0.28, 0.47, 0.62, 0.66, 0.66, 0.79, 0.85, 0.82, 0.92, 0.87, 0.88, 0.95, 0.93, 0.78, 0.7, 0.56, 0.37, 0.22]"
193,lenkh26,Len_🤣Kh_24_H😂,@lenkh26,TikTok user. Bio: @lenkh26,339000,[],[],"[0.09, 0.07, 0.04, 0.01, 0.09, 0.1, 0.31, 0.48, 0.58, 0.68, 0.72, 0.84, 0.8, 0.82, 0.93, 0.88, 0.87, 0.86, 0.88, 0.84, 0.68, 0.64, 0.39, 0.21]"
194,chrissyj025,Christinah Jorosi,"❤️❤️
Insta:@chrisyjorosi","TikTok user. Bio: ❤️❤️
Insta:@chrisyjorosi",109700,[],[],"[0.15, 0.07, 0.06, 0.05, 0.07, 0.12, 0.27, 0.51, 0.62, 0.72, 0.72, 0.76, 0.8, 0.78, 0.85, 0.88, 0.94, 0.89, 0.89, 0.84, 0.69, 0.58, 0.36, 0.15]"
195,dkr3d05,DK #REdos#,фан,TikTok user. Bio: фан,37,[],[],"[0.09, 0.0, 0.0, 0.02, 0.02, 0.02, 0.19, 0.55, 0.35, 0.27, 0.38, 0.52, 0.59, 0.52, 0.46, 0.59, 0.69, 0.77, 0.81, 0.71, 0.58, 0.42, 0.22, 0.09]"
196,c_r.v,Tik Toker,No bio yet,TikTok user. Bio: No bio yet,10,[],[],"[0.07, 0.03, 0.0, 0.0, 0.01, 0.04, 0.23, 0.5, 0.45, 0.35, 0.39, 0.46, 0.64, 0.51, 0.51, 0.57, 0.69, 0.81, 0.79, 0.71, 0.64, 0.36, 0.17, 0.1]"
197,aap_2d,تم السعدية,"الاسم:عمر
العمر:١٤
البلد:جدة","TikTok user. Bio: الاسم:عمر
العمر:١٤
البلد:جدة",1237,[],[],"[0.09, 0.05, 0.06, 0.04, 0.03, 0.03, 0.22, 0.52, 0.38, 0.31, 0.39, 0.53, 0.57, 0.5, 0.47, 0.62, 0.7, 0.8, 0.8, 0.72, 0.64, 0.4, 0.25, 0.08]"
198,karmaknowz,karmaknowz,I rap too,TikTok user. Bio: I rap too,258200,[],[],"[0.11, 0.1, 0.03, 0.01, 0.04, 0.1, 0.35, 0.52, 0.59, 0.71, 0.73, 0.77, 0.8, 0.77, 0.89, 0.88, 0.87, 0.86, 0.88, 0.76, 0.66, 0.56, 0.39, 0.17]"
199,kateackova2,Kate🦋,"insta:x_ackova_x
snap:kackova55","TikTok user. Bio: insta:x_ackova_x
snap:kackova55",2928,[],[],"[0.07, 0.07, 0.0, 0.04, 0.01, 0.05, 0.21, 0.48, 0.45, 0.28, 0.44, 0.45, 0.59, 0.53, 0.51, 0.56, 0.66, 0.84, 0.79, 0.7, 0.61, 0.4, 0.16, 0.09]"
200,aadktemerlove,Aadk Daerah Temerloh,"AADK Daerah Temerloh
Dadah Terkawal 2025
https://linktr.ee/aadktemerloh","TikTok user. Bio: AADK Daerah Temerloh
Dadah Terkawal 2025
https://linktr.ee/aadktemerloh",783,[],[],"[0.05, 0.0, 0.02, 0.0, 0.04, 0.0, 0.19, 0.84, 0.4, 0.25, 0.24, 0.25, 0.74, 0.28, 0.23, 0.16, 0.33, 0.78, 0.86, 0.84, 0.63, 0.4, 0.14, 0.06]"
201,f_atima16,Naima🇲🇬🇲🇬🇲🇬🇲🇬,Abonné et likes svpl🇲🇬🇲🇬🇲🇬,TikTok user. Bio: Abonné et likes svpl🇲🇬🇲🇬🇲🇬,956,[],[],"[0.01, 0.04, 0.02, 0.04, 0.03, 0.01, 0.18, 0.46, 0.37, 0.27, 0.42, 0.46, 0.59, 0.52, 0.46, 0.64, 0.74, 0.83, 0.78, 0.73, 0.62, 0.4, 0.23, 0.09]"
202,f_h7_f3,الولهااان,نمشي على كف القدر ولا ندري وش المكتوب,TikTok user. Bio: نمشي على كف القدر ولا ندري وش المكتوب,34,[],[],"[0.02, 0.0, 0.06, 0.06, 0.06, 0.06, 0.21, 0.46, 0.43, 0.27, 0.45, 0.51, 0.59, 0.46, 0.49, 0.64, 0.69, 0.82, 0.77, 0.74, 0.61, 0.37, 0.19, 0.13]"
203,soyulsu,⊂((・▽・))⊃,#шок,TikTok user. Bio: #шок,15,[],[],"[0.08, 0.0, 0.01, 0.02, 0.06, 0.02, 0.21, 0.54, 0.37, 0.33, 0.41, 0.53, 0.64, 0.49, 0.51, 0.6, 0.71, 0.82, 0.75, 0.7, 0.62, 0.44, 0.2, 0.08]"
204,ayon_sarker_,👑ayon_sarker👑,"আমার পেজে ফলো দিয়ে আসেন 
  👇👇👇👇👇👇👇 ধন্যবাদ ❤️🥀👈","TikTok user. Bio: আমার পেজে ফলো দিয়ে আসেন 
  👇👇👇👇👇👇👇 ধন্যবাদ ❤️🥀👈",120700,[],[],"[0.14, 0.04, 0.07, 0.1, 0.09, 0.13, 0.29, 0.51, 0.58, 0.7, 0.68, 0.77, 0.84, 0.81, 0.87, 0.87, 0.91, 0.87, 0.95, 0.8, 0.74, 0.61, 0.38, 0.19]"
205,pr4nay,PRANAY,"Proof is in the puddin
Venmo:Pranay-Velichety","TikTok user. Bio: Proof is in the puddin
Venmo:Pranay-Velichety",77200,[],[],"[0.15, 0.06, 0.1, 0.08, 0.09, 0.09, 0.28, 0.51, 0.64, 0.68, 0.69, 0.82, 0.75, 0.82, 0.88, 0.86, 0.86, 0.92, 0.88, 0.75, 0.73, 0.6, 0.43, 0.24]"
206,katjakrasavice,KatjaKrasavice,EIN ❤️ FÜR BITCHES 01.09.2023,TikTok user. Bio: EIN ❤️ FÜR BITCHES 01.09.2023,3000000,[],[],"[0.09, 0.05, 0.0, 0.06, 0.09, 0.11, 0.27, 0.52, 0.6, 0.68, 0.74, 0.8, 0.78, 0.77, 0.85, 0.87, 0.93, 0.88, 0.92, 0.81, 0.68, 0.6, 0.42, 0.19]"
207,_yug303,yug303,"Как дела?
Делаю видео в CarX или про ситуации в своей жизни.
Подик хочется🥺👇🏾","TikTok user. Bio: Как дела?
Делаю видео в CarX или про ситуации в своей жизни.
Подик хочется🥺👇🏾",5675,[],[],"[0.05, 0.01, 0.0, 0.0, 0.02, 0.05, 0.18, 0.45, 0.4, 0.25, 0.36, 0.53, 0.63, 0.54, 0.51, 0.55, 0.71, 0.77, 0.81, 0.67, 0.58, 0.45, 0.19, 0.1]"
208,qq_22_ww,الأستاذ وليد المياحي,وليد من بغداد للعمل الجص والبورك مساطر,TikTok user. Bio: وليد من بغداد للعمل الجص والبورك مساطر,155,[],[],"[0.01, 0.05, 0.0, 0.06, 0.06, 0.04, 0.17, 0.46, 0.37, 0.31, 0.43, 0.48, 0.61, 0.47, 0.47, 0.61, 0.74, 0.84, 0.79, 0.69, 0.59, 0.45, 0.17, 0.13]"
209,oliviadingman,Olivia Dingman,"24
swaggy","TikTok user. Bio: 24
swaggy",265700,[],[],"[0.13, 0.03, 0.08, 0.06, 0.03, 0.12, 0.28, 0.46, 0.63, 0.69, 0.69, 0.84, 0.78, 0.75, 0.95, 0.93, 0.86, 0.91, 0.89, 0.82, 0.68, 0.63, 0.43, 0.16]"
210,itstashayall,Natasha Solis,"Taken 💍
Mom 💙💝👼💙💙
Paramedic 🚑 Next RN 🏥
Tx 🇨🇱🤘🏽","TikTok user. Bio: Taken 💍
Mom 💙💝👼💙💙
Paramedic 🚑 Next RN 🏥
Tx 🇨🇱🤘🏽",12400,[],[],"[0.06, 0.03, 0.08, 0.05, 0.01, 0.06, 0.34, 0.54, 0.59, 0.72, 0.67, 0.84, 0.76, 0.84, 0.91, 0.94, 0.94, 0.86, 0.88, 0.77, 0.73, 0.55, 0.43, 0.24]"
211,xoxomaryl,Mary🤍,"Home | Motherhood | Travel | UGC
💌xoxomaryl.collabs@gmail.com
Shop my Tiktok ⬇️","TikTok user. Bio: Home | Motherhood | Travel | UGC
💌xoxomaryl.collabs@gmail.com
Shop my Tiktok ⬇️",4712,[],[],"[0.08, 0.04, 0.06, 0.0, 0.06, 0.03, 0.25, 0.53, 0.42, 0.3, 0.43, 0.48, 0.57, 0.53, 0.47, 0.61, 0.68, 0.85, 0.8, 0.69, 0.63, 0.38, 0.19, 0.12]"
212,cu12p,Ruhanakhan143,💔💔💔💔💔💔💔💔💔💔,TikTok user. Bio: 💔💔💔💔💔💔💔💔💔💔,79,[],[],"[0.02, 0.06, 0.0, 0.0, 0.0, 0.03, 0.16, 0.49, 0.37, 0.35, 0.38, 0.47, 0.55, 0.53, 0.51, 0.64, 0.68, 0.75, 0.83, 0.67, 0.63, 0.36, 0.16, 0.05]"
213,obpyt,ｏｂｐｙｔ,"Tap to add bio.
(check out my yt)","TikTok user. Bio: Tap to add bio.
(check out my yt)",9622,[],[],"[0.02, 0.06, 0.05, 0.02, 0.04, 0.07, 0.19, 0.46, 0.38, 0.25, 0.38, 0.46, 0.57, 0.54, 0.53, 0.58, 0.66, 0.79, 0.76, 0.66, 0.56, 0.38, 0.22, 0.11]"
214,bvfdfhgfd,mohammed,No bio yet,TikTok user. Bio: No bio yet,34,[],[],"[0.0, 0.01, 0.05, 0.0, 0.0, 0.01, 0.19, 0.45, 0.4, 0.33, 0.37, 0.5, 0.62, 0.45, 0.48, 0.63, 0.72, 0.82, 0.76, 0.67, 0.65, 0.43, 0.17, 0.08]"
215,favorofgod63,Sheila Dawson,Subscribe to my YouTube,TikTok user. Bio: Subscribe to my YouTube,6052,[],[],"[0.02, 0.02, 0.0, 0.0, 0.0, 0.01, 0.24, 0.51, 0.38, 0.32, 0.43, 0.49, 0.59, 0.47, 0.53, 0.59, 0.69, 0.79, 0.78, 0.65, 0.58, 0.37, 0.2, 0.11]"
216,.svobodaslova,.svobodaslova,𝓣𝓢𝓮𝓵' 100 𝓹𝓸𝓭𝓹𝓲𝓼𝓬𝓱𝓲𝓴𝓸𝓿,TikTok user. Bio: 𝓣𝓢𝓮𝓵' 100 𝓹𝓸𝓭𝓹𝓲𝓼𝓬𝓱𝓲𝓴𝓸𝓿,55,[],[],"[0.0, 0.05, 0.03, 0.0, 0.0, 0.09, 0.19, 0.52, 0.36, 0.29, 0.39, 0.54, 0.6, 0.48, 0.48, 0.63, 0.72, 0.76, 0.8, 0.72, 0.62, 0.41, 0.22, 0.11]"
217,xmxcha..bliss,🤍꧁ 𝚊𝚎𝚜𝚝𝚑𝚎𝚝𝚒𝚌𝚜꧂🤍,"꧁𝑏𝑒𝑠𝑡 𝑓𝑟𝑖𝑒𝑛𝑑𝑠꧂
꧁𝐶𝑎𝑛 𝑤𝑒 𝑔𝑒𝑡 𝑏𝑖𝑔꧂
  ꧁꧂","TikTok user. Bio: ꧁𝑏𝑒𝑠𝑡 𝑓𝑟𝑖𝑒𝑛𝑑𝑠꧂
꧁𝐶𝑎𝑛 𝑤𝑒 𝑔𝑒𝑡 𝑏𝑖𝑔꧂
  ꧁꧂",52,[],[],"[0.01, 0.05, 0.0, 0.02, 0.01, 0.06, 0.2, 0.51, 0.38, 0.29, 0.4, 0.52, 0.63, 0.51, 0.49, 0.63, 0.68, 0.76, 0.82, 0.67, 0.55, 0.43, 0.22, 0.06]"
218,gopalku0,gopal 007,gopal kumawat gopal mandan,TikTok user. Bio: gopal kumawat gopal mandan,5386,[],[],"[0.03, 0.0, 0.03, 0.04, 0.05, 0.03, 0.21, 0.49, 0.35, 0.27, 0.44, 0.52, 0.6, 0.52, 0.48, 0.57, 0.71, 0.83, 0.81, 0.69, 0.63, 0.39, 0.23, 0.15]"
219,fading_angel_98,Life is strange 🥀,24~ sfx makeup artist,TikTok user. Bio: 24~ sfx makeup artist,160100,[],[],"[0.05, 0.03, 0.02, 0.03, 0.09, 0.12, 0.29, 0.54, 0.6, 0.73, 0.74, 0.84, 0.83, 0.78, 0.86, 0.89, 0.86, 0.87, 0.86, 0.81, 0.66, 0.63, 0.37, 0.15]"
220,sangeetapindoriya,sangeeta,❤❤❤,TikTok user. Bio: ❤❤❤,10800,[],[],"[0.09, 0.04, 0.06, 0.02, 0.03, 0.12, 0.28, 0.54, 0.61, 0.69, 0.73, 0.79, 0.82, 0.85, 0.92, 0.93, 0.94, 0.86, 0.9, 0.76, 0.69, 0.6, 0.37, 0.21]"
221,x_c.r99,خالداحبك,80000 احبك🥺🥺❤🥺💔🇸🇦,TikTok user. Bio: 80000 احبك🥺🥺❤🥺💔🇸🇦,573,[],[],"[0.0, 0.06, 0.01, 0.22, 0.52, 0.41, 0.26, 0.39, 0.49, 0.61, 0.47, 0.48, 0.56, 0.72, 0.82, 0.76, 0.65, 0.61, 0.38, 0.24, 0.07, 0.05, 0.07, 0.0]"
222,xlunvie,Lunvieee,Cringey Girl on League,TikTok user. Bio: Cringey Girl on League,3992,[],[],"[0.05, 0.04, 0.04, 0.03, 0.0, 0.02, 0.23, 0.47, 0.42, 0.28, 0.42, 0.46, 0.56, 0.53, 0.5, 0.64, 0.69, 0.78, 0.84, 0.66, 0.59, 0.42, 0.18, 0.1]"
223,x_dki,𓆩 𝑹𝑶𝑴𝑬𝑶 𓆪,"الحلم 10K😂
الاسم رٰوًضۜہٰٰيِٰہֆ 💛💭ۦ
العمر 16
جنوب الموصل كيارة انستا
s.__src","TikTok user. Bio: الحلم 10K😂
الاسم رٰوًضۜہٰٰيِٰہֆ 💛💭ۦ
العمر 16
جنوب الموصل كيارة انستا
s.__src",375,[],[],"[0.08, 0.05, 0.05, 0.03, 0.0, 0.09, 0.22, 0.54, 0.45, 0.34, 0.39, 0.47, 0.56, 0.52, 0.53, 0.64, 0.68, 0.85, 0.77, 0.74, 0.61, 0.42, 0.16, 0.06]"
224,c__h__a1,GavinNash Shop,Gavin Nash shop ❤️,TikTok user. Bio: Gavin Nash shop ❤️,174,[],[],"[0.05, 0.01, 0.0, 0.0, 0.03, 0.03, 0.22, 0.48, 0.4, 0.28, 0.36, 0.47, 0.58, 0.47, 0.54, 0.57, 0.75, 0.8, 0.83, 0.69, 0.57, 0.43, 0.24, 0.08]"
225,liviutliviut19,❤️Liviuț❤️,⛔️⛔️⛔️⛔️,TikTok user. Bio: ⛔️⛔️⛔️⛔️,2567,[],[],"[0.03, 0.02, 0.0, 0.0, 0.02, 0.09, 0.21, 0.49, 0.36, 0.35, 0.36, 0.55, 0.63, 0.55, 0.47, 0.63, 0.74, 0.78, 0.8, 0.71, 0.65, 0.39, 0.19, 0.11]"
226,vvkcorre,Core edits,No bio yet,TikTok user. Bio: No bio yet,5,[],[],"[0.09, 0.0, 0.03, 0.03, 0.0, 0.09, 0.2, 0.49, 0.38, 0.27, 0.41, 0.52, 0.6, 0.46, 0.53, 0.61, 0.66, 0.82, 0.78, 0.68, 0.6, 0.45, 0.16, 0.11]"
227,opequenogucci,Gucci ou Augustinho,"Meu nome é Gucci, mas minhas mamães me chamam de Augusto quando eu apronto 😅🦊","TikTok user. Bio: Meu nome é Gucci, mas minhas mamães me chamam de Augusto quando eu apronto 😅🦊",2168,[],[],"[0.01, 0.03, 0.02, 0.01, 0.0, 0.08, 0.21, 0.52, 0.37, 0.34, 0.43, 0.47, 0.62, 0.49, 0.51, 0.57, 0.69, 0.84, 0.84, 0.75, 0.64, 0.39, 0.24, 0.06]"
228,official_lmt,Team Limit ⚡️,"Content, Lifestyle and Esports
Fortnite, Valorant, Apex Legends & GTA","TikTok user. Bio: Content, Lifestyle and Esports
Fortnite, Valorant, Apex Legends & GTA",27100,[],[],"[0.09, 0.05, 0.07, 0.03, 0.04, 0.11, 0.32, 0.46, 0.56, 0.74, 0.68, 0.76, 0.78, 0.81, 0.92, 0.94, 0.86, 0.94, 0.87, 0.75, 0.68, 0.57, 0.39, 0.22]"
229,lionsgate,Lionsgate,i’m real.,TikTok user. Bio: i’m real.,5400000,[],[],"[0.06, 0.07, 0.07, 0.02, 0.08, 0.1, 0.29, 0.52, 0.59, 0.75, 0.71, 0.81, 0.84, 0.78, 0.87, 0.92, 0.87, 0.91, 0.93, 0.82, 0.75, 0.58, 0.35, 0.23]"
230,sj_thamizhko_dance,Sj Thamizhko Dance,"Im a DANCER 🕺🏻
iPhone 11 😍
Love doing Tiktok ❤️
Insta id : sj_thamizhko","TikTok user. Bio: Im a DANCER 🕺🏻
iPhone 11 😍
Love doing Tiktok ❤️
Insta id : sj_thamizhko",23100,[],[],"[0.11, 0.09, 0.03, 0.03, 0.09, 0.12, 0.25, 0.45, 0.62, 0.75, 0.7, 0.81, 0.84, 0.83, 0.92, 0.92, 0.91, 0.89, 0.89, 0.75, 0.74, 0.62, 0.44, 0.21]"
231,status_foru7,status_foru7,follow on my insta account -- Status_foru7  ਮੈਂ fan ਮੇਰੇ ਬੇਬੇ ਬਾਪੂ ਦਾ,TikTok user. Bio: follow on my insta account -- Status_foru7  ਮੈਂ fan ਮੇਰੇ ਬੇਬੇ ਬਾਪੂ ਦਾ,19100,[],[],"[0.13, 0.06, 0.04, 0.03, 0.08, 0.14, 0.25, 0.54, 0.56, 0.67, 0.66, 0.8, 0.82, 0.8, 0.85, 0.86, 0.89, 0.87, 0.93, 0.76, 0.73, 0.58, 0.44, 0.24]"
232,bajarang302,शिवभक्त only 302,🙏🙏my new account please follow🙏🙏,TikTok user. Bio: 🙏🙏my new account please follow🙏🙏,9442,[],[],"[0.03, 0.0, 0.0, 0.03, 0.0, 0.03, 0.23, 0.51, 0.36, 0.31, 0.42, 0.47, 0.57, 0.46, 0.51, 0.6, 0.69, 0.77, 0.84, 0.72, 0.64, 0.4, 0.18, 0.12]"
233,shaysaprocky_,Shaysaprocky:(,📍 California,TikTok user. Bio: 📍 California,13500,[],[],"[0.93, 0.91, 0.94, 0.85, 0.69, 0.58, 0.4, 0.16, 0.06, 0.09, 0.06, 0.09, 0.03, 0.06, 0.26, 0.49, 0.62, 0.75, 0.68, 0.79, 0.84, 0.84, 0.86, 0.92]"
234,chandrapraveen0607,★•𝕭尺○Ҟعれ💔_ҜᴵŋĞ•★,"£øVë.. ¥øÙ..äĽĽ..❤
ŤQ (🤝)..FøŘ..ŚúPpØřȚìÑğ..Më.
₩ì$h..Mê..-:MÄŘ€H;- 16","TikTok user. Bio: £øVë.. ¥øÙ..äĽĽ..❤
ŤQ (🤝)..FøŘ..ŚúPpØřȚìÑğ..Më.
₩ì$h..Mê..-:MÄŘ€H;- 16",24300,[],[],"[0.05, 0.03, 0.09, 0.1, 0.02, 0.12, 0.34, 0.51, 0.6, 0.7, 0.72, 0.78, 0.83, 0.8, 0.93, 0.88, 0.92, 0.88, 0.9, 0.78, 0.7, 0.63, 0.45, 0.15]"
235,capudor,Anni,"'96 ❤️
Twitch ✨
Cosplayer🦸‍♀️
Photographer 📸
Spicy Creator 🔒","TikTok user. Bio: '96 ❤️
Twitch ✨
Cosplayer🦸‍♀️
Photographer 📸
Spicy Creator 🔒",20100,[],[],"[0.14, 0.05, 0.01, 0.09, 0.04, 0.11, 0.33, 0.46, 0.56, 0.75, 0.66, 0.78, 0.8, 0.78, 0.94, 0.92, 0.86, 0.91, 0.88, 0.79, 0.69, 0.57, 0.41, 0.18]"
236,kmr994,Kailaaa,Mom to a 🥔,TikTok user. Bio: Mom to a 🥔,626,[],[],"[0.0, 0.04, 0.0, 0.04, 0.0, 0.09, 0.25, 0.82, 0.42, 0.23, 0.21, 0.24, 0.68, 0.33, 0.16, 0.17, 0.28, 0.75, 0.86, 0.76, 0.62, 0.38, 0.12, 0.09]"
237,o.azy,o.azy,22 | FL,TikTok user. Bio: 22 | FL,1239,[],[],"[0.1, 0.0, 0.0, 0.04, 0.0, 0.1, 0.21, 0.5, 0.39, 0.31, 0.37, 0.48, 0.63, 0.51, 0.47, 0.57, 0.74, 0.79, 0.84, 0.7, 0.56, 0.41, 0.18, 0.08]"
238,uyeenddey22,🫧,Instagram: newu22,TikTok user. Bio: Instagram: newu22,19400,[],[],"[0.06, 0.03, 0.07, 0.09, 0.09, 0.15, 0.26, 0.46, 0.62, 0.73, 0.74, 0.85, 0.76, 0.83, 0.93, 0.93, 0.93, 0.86, 0.85, 0.85, 0.73, 0.64, 0.36, 0.23]"
239,faizas.salon,faizas.salon,follow us on instagram,TikTok user. Bio: follow us on instagram,184000,[],[],"[0.08, 0.01, 0.03, 0.08, 0.06, 0.1, 0.3, 0.5, 0.57, 0.71, 0.74, 0.79, 0.8, 0.83, 0.85, 0.88, 0.9, 0.95, 0.94, 0.83, 0.72, 0.64, 0.4, 0.18]"
240,ctyyyin_,小周,IG :ctyyyin_🐰,TikTok user. Bio: IG :ctyyyin_🐰,4402,[],[],"[0.03, 0.01, 0.04, 0.0, 0.0, 0.08, 0.22, 0.55, 0.37, 0.26, 0.44, 0.49, 0.63, 0.53, 0.52, 0.64, 0.71, 0.82, 0.8, 0.66, 0.59, 0.4, 0.19, 0.14]"
241,cumbicosj7,C J 7,""" Real es una palabra yo soy el significado ""","TikTok user. Bio: "" Real es una palabra yo soy el significado """,184,[],[],"[0.06, 0.03, 0.0, 0.0, 0.03, 0.08, 0.15, 0.51, 0.38, 0.27, 0.42, 0.53, 0.55, 0.54, 0.53, 0.61, 0.73, 0.84, 0.77, 0.74, 0.57, 0.36, 0.24, 0.13]"
242,obx2xo,obx2xo,"outer banks ❤️
jj and john b ✰","TikTok user. Bio: outer banks ❤️
jj and john b ✰",4,[],[],"[0.07, 0.0, 0.02, 0.02, 0.0, 0.01, 0.21, 0.53, 0.37, 0.26, 0.36, 0.54, 0.58, 0.46, 0.5, 0.56, 0.71, 0.8, 0.75, 0.75, 0.55, 0.44, 0.16, 0.14]"
243,jedh_,Jenni D,"Amo la música y cantar y por eso estoy aquí💜
¡Espero lo disfruten! 
🇨🇷","TikTok user. Bio: Amo la música y cantar y por eso estoy aquí💜
¡Espero lo disfruten! 
🇨🇷",143,[],[],"[0.02, 0.05, 0.02, 0.0, 0.0, 0.04, 0.22, 0.48, 0.36, 0.33, 0.45, 0.47, 0.59, 0.5, 0.52, 0.63, 0.68, 0.81, 0.76, 0.74, 0.64, 0.44, 0.17, 0.14]"
244,jecica63,Jecica 👸,Jeci,TikTok user. Bio: Jeci,1180,[],[],"[0.03, 0.0, 0.0, 0.0, 0.0, 0.02, 0.25, 0.51, 0.41, 0.3, 0.42, 0.46, 0.59, 0.46, 0.47, 0.63, 0.66, 0.82, 0.84, 0.66, 0.65, 0.35, 0.17, 0.13]"
245,s9lo_,s9lo,"UID:724744032
56ar
Европа 
ссылка на дс сервер 👇","TikTok user. Bio: UID:724744032
56ar
Европа 
ссылка на дс сервер 👇",11600,[],[],"[0.14, 0.01, 0.01, 0.01, 0.09, 0.13, 0.35, 0.47, 0.64, 0.69, 0.7, 0.76, 0.78, 0.82, 0.91, 0.94, 0.93, 0.95, 0.85, 0.81, 0.69, 0.61, 0.45, 0.21]"
246,je_te_ez_si_je_veut,Maxim,No bio yet,TikTok user. Bio: No bio yet,1452,[],[],"[0.05, 0.06, 0.03, 0.02, 0.0, 0.04, 0.21, 0.5, 0.36, 0.28, 0.4, 0.55, 0.59, 0.53, 0.51, 0.61, 0.66, 0.84, 0.78, 0.75, 0.64, 0.4, 0.21, 0.11]"
247,s9_xl0,الببرههي,سسنابي :,TikTok user. Bio: سسنابي :,17800,[],[],"[0.09, 0.09, 0.08, 0.01, 0.06, 0.09, 0.34, 0.51, 0.63, 0.69, 0.68, 0.77, 0.78, 0.8, 0.94, 0.89, 0.9, 0.95, 0.86, 0.8, 0.67, 0.62, 0.36, 0.2]"
248,_aisho,Aisho_wreya✨,"•Nepali keti From Sikkim• 
       
      Roel’s👸🏻","TikTok user. Bio: •Nepali keti From Sikkim• 
       
      Roel’s👸🏻",26200,[],[],"[0.12, 0.05, 0.0, 0.06, 0.08, 0.15, 0.27, 0.5, 0.56, 0.66, 0.69, 0.81, 0.84, 0.8, 0.9, 0.92, 0.93, 0.91, 0.92, 0.79, 0.72, 0.63, 0.45, 0.24]"
249,a.maratovna.14,Anna 🤍,"Lifestyle Content Creator 
Collabs/Pr 📩 @a.maratovna.14@outlook.com","TikTok user. Bio: Lifestyle Content Creator 
Collabs/Pr 📩 @a.maratovna.14@outlook.com",14200,[],[],"[0.1, 0.08, 0.09, 0.06, 0.07, 0.09, 0.27, 0.45, 0.64, 0.69, 0.7, 0.8, 0.77, 0.8, 0.89, 0.94, 0.89, 0.86, 0.91, 0.78, 0.67, 0.58, 0.36, 0.19]"
250,kriz031998,Kriz,"👇👇
Facebook page : Kriz
Facebook acc : Phyo Min Than (Kriz)","TikTok user. Bio: 👇👇
Facebook page : Kriz
Facebook acc : Phyo Min Than (Kriz)",155000,[],[],"[0.07, 0.03, 0.04, 0.06, 0.06, 0.12, 0.31, 0.48, 0.63, 0.71, 0.7, 0.76, 0.78, 0.82, 0.87, 0.94, 0.9, 0.95, 0.86, 0.81, 0.72, 0.65, 0.35, 0.21]"
251,303foodie,303foodie,"🥩 Culinary🧉 Cocktails ✈️ Travel 🎶Etc
🛫 Next trip -  Playa Del Carmen","TikTok user. Bio: 🥩 Culinary🧉 Cocktails ✈️ Travel 🎶Etc
🛫 Next trip -  Playa Del Carmen",1153,[],[],"[0.06, 0.0, 0.0, 0.0, 0.0, 0.09, 0.2, 0.49, 0.37, 0.3, 0.44, 0.54, 0.65, 0.54, 0.45, 0.55, 0.7, 0.79, 0.84, 0.68, 0.57, 0.43, 0.15, 0.13]"
252,shadysamir505,ملك المنوفيه 👑,من تواضع لله رافعه ❤️ وصلوني 150k يخواتي ♥️☺️,TikTok user. Bio: من تواضع لله رافعه ❤️ وصلوني 150k يخواتي ♥️☺️,112400,[],[],"[0.05, 0.04, 0.02, 0.05, 0.08, 0.08, 0.28, 0.54, 0.62, 0.74, 0.7, 0.76, 0.75, 0.84, 0.94, 0.85, 0.89, 0.89, 0.89, 0.81, 0.67, 0.57, 0.39, 0.18]"
253,dog.m1lk,dumbification @ ihop,bruh,TikTok user. Bio: bruh,19200,[],[],"[0.08, 0.07, 0.05, 0.05, 0.0, 0.11, 0.26, 0.48, 0.57, 0.69, 0.73, 0.79, 0.8, 0.84, 0.92, 0.95, 0.87, 0.92, 0.92, 0.79, 0.7, 0.61, 0.38, 0.24]"
254,by.charlxkimbx,Geraldine 💘✨,y si el día se pone feooh🥺❤️,TikTok user. Bio: y si el día se pone feooh🥺❤️,479,[],[],"[0.05, 0.03, 0.0, 0.01, 0.0, 0.07, 0.23, 0.47, 0.38, 0.33, 0.43, 0.48, 0.55, 0.46, 0.47, 0.6, 0.72, 0.82, 0.84, 0.66, 0.6, 0.44, 0.18, 0.15]"
